"station_id","terminal_id","x_lon","y_lat","address","postcode","place","area","docks","first_hire","last_hire","is_active","hires_started","duration_started","hires_ended","duration_ended","hires_self","duration_self","hires_started_noself","duration_started_noself","hires_ended_noself","duration_ended_noself","OA","LSOA","MSOA","LAD","WARD","PCON","PCS","PCD","PCA"
637,"200191",-0.174691,51.45787,"24B Spencer Park, London SW18 2TB, UK","SW182TB","Spencer Park","Wandsworth Common",25,20131213,20170919,1,10086,2481,9881,3396,658,6735,9428,2184,9223,3157,"E00023305","E01004621","E02000941","E09000032","","","SW182","SW18","SW"
638,"300014",-0.169821,51.466633,"142 Falcon Rd, London SW11, UK","SW112PE","Falcon Road","Clapham Junction",28,20131019,20170919,1,65213,1248,66696,1310,1210,5580,64003,1166,65486,1231,"E00022821","E01004536","E02000930","E09000032","","","SW112","SW11","SW"
639,"200081",-0.202038,51.48357,"Coomber Rd, Fulham, London SW6 7SD, UK","SW6 7SD","Coomer Place","West Kensington",27,20131213,20170919,1,38235,1138,38693,1257,652,3205,37583,1102,38041,1223,"E00009418","E01001885","E02000386","E09000013","","","SW6 7","SW6","SW"
640,"200179",-0.148059,51.472865,"166 Queenstown Rd, London SW8 3QH, UK","SW8 3HL","Silverthorne Road","Battersea",28,20131213,20170919,1,30953,1599,29907,1686,1220,3903,29733,1505,28687,1592,"E00022960","E01004564","E02000924","E09000032","","","SW8 3","SW8","SW"
641,"300025",-0.117495,51.498241,"Lambeth Palace Rd, Lambeth, London SE1, UK","SE1 7LG","Archbishop's Park","Waterloo",23,20131128,20170919,1,40465,1498,41981,1406,828,3759,39637,1451,41153,1359,"E00015166","E01003013","E02006801","E09000022","","","SE1 7","SE1","SE"
642,"200192",-0.174485,51.469161,"5-37 Fawcett Cl, London SW11, UK","SW112LU","Fawcett Close","Battersea",36,20131213,20170919,1,10138,1526,9530,2253,672,4140,9466,1341,8858,2110,"E00022816","E01004541","E02000929","E09000032","","","SW112","SW11","SW"
643,"300026",-0.204764,51.519042,"48 All Saints Rd, London W11 1HF, UK","W11 1HF","All Saints' Road","Portobello",22,20131115,20170919,1,30264,1679,28973,2047,1256,4705,29008,1548,27717,1926,"E00014162","E01002830","E02000580","E09000020","","","W11 1","W11","W"
644,"200182",-0.223852,51.483732,"102 Rainville Rd, London W6 9HJ, UK","W6  9HJ","Rainville Road","Hammersmith",15,20131213,20170919,1,37828,1330,36556,1256,1423,3930,36405,1228,35133,1148,"E00009424","E01001888","E02000389","E09000013","","","W6  9","W6","W"
645,"200200",-0.100292,51.501732,"69 Great Suffolk St, London SE1 0BU, UK","SE1 0BE","Great Suffolk Street","The Borough",21,20131128,20170919,1,39826,863,39513,881,665,2575,39161,834,38848,852,"E00019788","E01032583","E02006802","E09000028","","","SE1 0","SE1","SE"
646,"200178",-0.137424,51.498865,"Buckingham Court, Westminster, London SW1E 6BE, UK","SW1E6AL","Buckingham Gate","Westminster",16,20131030,20170919,1,57244,1716,65064,1620,1910,3688,55334,1648,63154,1557,"E00023943","E01004731","E02000979","E09000033","","","SW1E6","SW1E","SW"
647,"200181",-0.217515,51.500353,"61 Richmond Way, London W14, UK","W14 0AR","Richmond Way","Shepherd's Bush",27,20131213,20170919,1,30049,1243,29635,1364,999,3560,29050,1163,28636,1287,"E00009243","E01001852","E02000378","E09000013","","","W14 0","W14","W"
648,"200171",-0.196274,51.46904,"46 Peterborough Rd, Fulham, London SW6 3EB, UK","SW6 3DB","Peterborough Road","Sands End",30,20131213,20170919,1,14704,1684,13668,1745,838,3855,13866,1553,12830,1607,"E00009717","E01001934","E02000396","E09000013","","","SW6 3","SW6","SW"
649,"300009",-0.180274,51.481805,"465 King's Rd, Chelsea, London SW10 0LU, UK","SW100LE","World's End Place","West Chelsea",22,20131026,20170919,1,36393,1444,35837,1821,1666,2961,34727,1371,34171,1765,"E00014645","E01002913","E02000597","E09000020","","","SW100","SW10","SW"
650,"300034",-0.213872,51.51687,"69 St Marks Rd, London, UK","W10 6JE","St. Mark's Road","North Kensington",23,20131101,20170919,1,35409,1870,35364,2446,1604,6232,33805,1663,33760,2266,"E00014459","E01002878","E02000579","E09000020","","","W10 6","W10","W"
651,"300030",-0.183853,51.480898,"507A King's Rd, Chelsea, London SW10 0TX, UK","SW100TX","Thorndike Close","West Chelsea",25,20131115,20170919,1,33673,1624,29600,1459,652,5553,33021,1547,28948,1367,"E00175101","E01002843","E02000597","E09000020","","","SW100","SW10","SW"
652,"300022",-0.21819,51.511486,"123-125 Freston Rd, London W10, UK","W10 6TF","Evesham Street","Avondale",29,20131115,20170919,1,11343,1766,11667,1858,350,5768,10993,1639,11317,1737,"E00014415","E01002870","E02000581","E09000020","","","W10 6","W10","W"
653,"200196",-0.170703,51.470847,"4 Simpson St, London SW11 3HN, UK","SW113HL","Simpson Street","Clapham Junction",25,20131213,20170919,1,39604,1352,39740,1423,1281,4085,38323,1260,38459,1334,"E00023045","E01004580","E02000926","E09000032","","","SW113","SW11","SW"
654,"200223",-0.117661,51.482678,"102 Meadow Rd, London SW8 1QE, UK","SW8 1QE","Ashmole Estate","Oval",34,20131213,20170919,1,25412,1190,24346,1587,825,2886,24587,1133,23521,1542,"E00015620","E01033207","E02000621","E09000022","","","SW8 1","SW8","SW"
655,"200221",-0.219346,51.482944,"9 Crabtree Ln, London SW6 6LP, UK","SW6 6HP","Crabtree Lane","Fulham",27,20131213,20170919,1,28641,1338,27501,1557,880,4905,27761,1225,26621,1446,"E00009434","E01001887","E02000387","E09000013","","","SW6 6","SW6","SW"
656,"200040",-0.199135,51.468418,"Broomhouse Ln, Fulham, London SW6, UK","SW6 3DR","Broomhouse Lane","Parsons Green",29,20131213,20170919,1,12622,1342,12369,1565,441,3590,12181,1260,11928,1490,"E00009606","E01001916","E02000395","E09000013","","","SW6 3","SW6","SW"
657,"200220",-0.221791,51.49968,"236A Blythe Rd, London W14 0HJ, UK","W14 0HJ","Blythe Road West","Shepherd's Bush",21,20131213,20170919,1,22571,1748,21554,2102,1040,5291,21531,1577,20514,1940,"E00009248","E01001856","E02000381","E09000013","","","W14 0","W14","W"
658,"300005",-0.164786,51.477292,"73-83 A3031, London SW11, UK","SW114QY","Ethelburga Estate","Battersea Park",30,20131213,20170919,1,66560,1418,64371,1406,3837,3045,62723,1319,60534,1302,"E00023060","E01004582","E02000923","E09000032","","","SW114","SW11","SW"
659,"200212",-0.174619,51.46437,"Grant Rd, London SW11, UK","SW112HJ","Grant Road West","Clapham Junction",57,20131213,20170919,1,5454,2083,7570,2576,232,5623,5222,1926,7338,2480,"E00022838","E01004537","E02000929","E09000032","","","SW112","SW11","SW"
660,"300020",-0.206029,51.49087,"W Cromwell Rd, London W14, UK","W14 9AD","West Kensington Station","West Kensington",22,20131213,20170919,1,30513,1246,29677,1357,498,4379,30015,1194,29179,1305,"E00009328","E01001870","E02000383","E09000013","","","W14 9","W14","W"
661,"300023",-0.202608,51.51632,"53E Colville Gardens, London W11 2BA, UK","W11 1JQ","All Saints Church","Portobello",37,20131210,20170919,1,60522,1500,58730,1685,2043,3876,58479,1417,56687,1606,"E00014151","E01002830","E02000580","E09000020","","","W11 1","W11","W"
662,"200189",-0.167919,51.484984,"1 Phene St, Chelsea, London SW3, UK","SW3 5NZ","Phene Street","Chelsea",24,20131122,20170919,1,42719,1520,40293,1334,1748,4127,40971,1409,38545,1207,"E00014607","E01002900","E02000594","E09000020","","","SW3 5","SW3","SW"
663,"200124",-0.211593,51.51323,"112-114 Clarendon Rd, London W11 1SA, UK","W11 1SA","Clarendon Road","Avondale",24,20131123,20170919,1,18545,1474,17560,1926,839,3112,17706,1397,16721,1867,"E00014433","E01002874","E02000583","E09000020","","","W11 1","W11","W"
664,"300013",-0.155442,51.474376,"315 Battersea Park Rd, London SW11 4LT, UK","SW114LY","Austin Road","Battersea Park",24,20131213,20170919,1,38427,1460,35503,1746,1541,4662,36886,1326,33962,1614,"E00022992","E01004560","E02000923","E09000032","","","SW114","SW11","SW"
665,"200113",-0.191722,51.461083,"16 Smugglers Way, London SW18, UK","SW181EG","Smugglers Way","Wandsworth",28,20131213,20170919,1,22324,1750,22551,1778,972,5682,21352,1571,21579,1602,"E00171052","E01004509","E02000932","E09000032","","","SW181","SW18","SW"
666,"300004",-0.208158,51.4961,"5a Kensington High St, London W14 8XJ, UK","W14 8XJ","Olympia Way","Olympia",38,20131031,20170919,1,45661,1255,42176,1277,847,4408,44814,1196,41329,1213,"E00009342","E01001866","E02000383","E09000013","","","W14 8","W14","W"
667,"200209",-0.222293,51.501594,"40 Shepherds Bush Rd, London W6 7PJ, UK","W6  7LX","Shepherd's Bush Road North","Shepherd's Bush",34,20131213,20170919,1,26186,1868,26661,2023,1128,4982,25058,1727,25533,1892,"E00009266","E01001854","E02000378","E09000013","","","W6  7","W6","W"
668,"300037",-0.236769,51.494223,"7-13 Ravenscourt Rd, London W6, UK","W6  0UQ","Ravenscourt Park Station","Hammersmith",26,20131101,20170919,1,27455,2540,29807,2842,3835,5697,23620,2027,25972,2421,"E00009648","E01001928","E02000382","E09000013","","","W6  0","W6","W"
669,"300036",-0.123258,51.476149,"61 Teversham Ln, London SW8, UK","SW8 2DP","Teversham Lane","Stockwell",39,20131213,20170919,1,15741,1748,16431,1932,535,4075,15206,1666,15896,1860,"E00015768","E01003124","E02000623","E09000022","","","SW8 2","SW8","SW"
670,"200169",-0.152248,51.467185,"5 Ashley Cres, London SW11 5QY, UK","SW115QY","Ashley Crescent","Battersea",28,20131214,20170919,1,29665,1506,26807,1826,832,6466,28833,1363,25975,1677,"E00023118","E01004590","E02000927","E09000032","","","SW115","SW11","SW"
671,"300052",-0.201968,51.475089,"64 St Maur Rd, Fulham, London SW6 4DP, UK","SW6 4QY","Parsons Green Station","Parsons Green",56,20131213,20170919,1,60848,1240,57896,1067,1404,5290,59444,1144,56492,962,"E00167280","E01001948","E02000392","E09000013","","","SW6 4","SW6","SW"
672,"200206",-0.173656,51.464688,"1 Grant Rd, London SW11 2NU, UK","SW112HH","Grant Road Central","Clapham Junction",28,20131213,20170919,1,2857,2028,5806,1827,71,5620,2786,1936,5735,1780,"E00022838","E01004537","E02000929","E09000032","","","SW112","SW11","SW"
673,"300051",-0.180389,51.46517,"285 York Rd, London SW11, UK","SW113QS","Hibbert Street","Battersea",36,20131213,20170919,1,26770,1759,27464,2037,1191,6201,25579,1552,26273,1848,"E00170948","E01004538","E02000929","E09000032","","","SW113","SW11","SW"
674,"300035",-0.116191,51.535467,"1 Carnegie St, Islington, London N1, UK","N1  0UE","Carnegie Street","King's Cross",40,20131212,20170919,1,32780,1184,25415,1523,585,4128,32195,1131,24830,1462,"E00013417","E01002697","E02000572","E09000019","","","N1  0","N1","N"
675,"200126",-0.182126,51.463489,"22 Usk Rd, London SW11, UK","SW112RR","Usk Road","Clapham Junction",30,20131214,20170919,1,21633,1437,20496,1465,870,4630,20763,1303,19626,1325,"E00022842","E01004538","E02000929","E09000032","","","SW112","SW11","SW"
676,"200207",-0.126874,51.47787,"63 Hartington Rd, London SW8 2HL, UK","SW8 2HL","Hartington Road","Stockwell",35,20131213,20170919,1,34678,1363,33516,1420,1087,5313,33591,1235,32429,1290,"E00015658","E01003097","E02000623","E09000022","","","SW8 2","SW8","SW"
677,"200023",-0.146544,51.468669,"14 Heath Rd, London SW8 3DL, UK","SW8 3DL","Heath Road","Battersea",27,20131213,20170919,1,15378,1628,13757,2321,470,4930,14908,1524,13287,2229,"E00015339","E01003037","E02000630","E09000022","","","SW8 3","SW8","SW"
678,"200170",-0.211468,51.462312,"8 Esmond St, London SW15, UK","SW152LG","Esmond Street","Putney",30,20131213,20170919,1,7480,1879,8179,3039,397,7041,7083,1590,7782,2835,"E00023198","E01004602","E02000932","E09000032","","","SW152","SW15","SW"
679,"200114",-0.17021,51.474535,"20 Orbel St, London SW11 3NZ, UK","SW113NZ","Orbel Street","Battersea",26,20131213,20170919,1,23025,1209,20681,1653,731,2556,22294,1165,19950,1620,"E00023075","E01004579","E02000926","E09000032","","","SW113","SW11","SW"
680,"200210",-0.170329,51.477684,"37 Westbridge Rd, London SW11, UK","SW113PW","Westbridge Road","Battersea",28,20131106,20170919,1,64922,1418,63111,1321,1649,3579,63273,1361,61462,1260,"E00023059","E01004583","E02000923","E09000032","","","SW113","SW11","SW"
681,"200043",-0.214749,51.473036,"Bishop's Ave, Fulham, London SW6 6DY, UK","SW6 6EG","Bishop's Avenue","Fulham",46,20131213,20170919,1,33425,1720,32577,1754,2652,4221,30773,1505,29925,1536,"E00009602","E01001915","E02000395","E09000013","","","SW6 6","SW6","SW"
682,"200059",-0.226606,51.488108,"70 Crisp Rd, London W6 9RT, UK","W6  9BF","Crisp Road","Hammersmith",46,20131213,20170919,1,44110,2093,44362,2064,3571,4837,40539,1851,40791,1821,"E00009438","E01001891","E02000389","E09000013","","","W6  9","W6","W"
683,"200119",-0.16375,51.465064,"17B Dorothy Rd, London SW11 2JJ, UK","SW112JR","Dorothy Road","Clapham Junction",28,20131213,20170919,1,27011,1467,25130,1594,574,6749,26437,1352,24556,1473,"E00023125","E01004585","E02000930","E09000032","","","SW112","SW11","SW"
684,"200188",-0.195197,51.454752,"Neville Gill Cl, London SW18, UK","SW184BW","Neville Gill Close","Wandsworth",32,20131213,20170919,1,21558,2596,22875,3692,2607,5454,18951,2203,20268,3466,"E00023153","E01004600","E02000940","E09000032","","","SW184","SW18","SW"
685,"200219",-0.198735,51.46067,"1B Osiers Rd, London SW18 1NL, UK","SW181NL","Osiers Road","Wandsworth",30,20131108,20170919,1,30671,1359,30083,1323,1100,4567,29571,1240,28983,1200,"E00170902","E01033093","E02000932","E09000032","","","SW181","SW18","SW"
686,"200097",-0.222456,51.488144,"2 Beryl Rd, London W6, UK","W6  8JA","Beryl Road","Hammersmith",26,20131213,20170919,1,28411,1381,27393,1416,797,4088,27614,1303,26596,1336,"E00009438","E01001891","E02000389","E09000013","","","W6  8","W6","W"
687,"200216",-0.211455,51.497608,"6A Maclise Rd, London W14 0PR, UK","W14 0PR","Maclise Road","Olympia",26,20131213,20170919,1,40571,1221,39384,1090,1004,4214,39567,1146,38380,1008,"E00009315","E01001873","E02000381","E09000013","","","W14 0","W14","W"
688,"200204",-0.200667,51.460951,"16 Northfields, London SW18, UK","SW181PE","Northfields","Wandsworth",28,20131213,20170919,1,17232,1733,16742,1681,942,4641,16290,1565,15800,1504,"E00170902","E01033093","E02000932","E09000032","","","SW181","SW18","SW"
689,"200106",-0.180884,51.459225,"27-30 Spanish Rd, London SW18, UK","SW182HZ","Spanish Road","Clapham Junction",30,20131214,20170919,1,9258,2059,7405,2268,483,7337,8775,1768,6922,1915,"E00022720","E01004510","E02000934","E09000032","","","SW182","SW18","SW"
690,"200199",-0.15213,51.470475,"77 Stanley Grove, London SW8, UK","SW8 3PL","Stanley Grove","Battersea",24,20131216,20170919,1,16967,1625,15446,2034,762,4021,16205,1513,14684,1931,"E00022965","E01004565","E02000927","E09000032","","","SW8 3","SW8","SW"
691,"200184",-0.195777,51.479463,"5 Erin Cl, Fulham, London SW6 1BF, UK","SW6 1BF","Erin Close","Walham Green",24,20131213,20170919,1,55228,1488,56596,1297,1878,3384,53350,1421,54718,1226,"E00009620","E01001920","E02000391","E09000013","","","SW6 1","SW6","SW"
692,"200112",-0.028941,51.542118,"69-70 Cadogan Terrace, London E9, UK","E9  5EQ","Cadogan Close","Victoria Park",22,20131204,20170919,1,51410,2280,52111,2316,5869,4262,45541,2025,46242,2070,"E00176314","E01001849","E02000362","E09000012","","","E9  5","E9","E"
693,"300019",-0.215618,51.464786,"5 Felsham Rd, London SW15 1AX, UK","SW151SF","Felsham Road","Putney",18,20131213,20170919,1,29053,2569,30889,2532,2238,6635,26815,2230,28651,2211,"E00170900","E01004609","E02000932","E09000032","","","SW151","SW15","SW"
694,"300033",-0.216526,51.460717,"198-200 Upper Richmond Rd, London SW15, UK","SW151TE","Putney Rail Station","Putney",20,20131213,20170919,1,17480,2644,17015,3467,1230,8729,16250,2183,15785,3057,"E00023205","E01004609","E02000932","E09000032","","","SW151","SW15","SW"
695,"300031",-0.102757,51.536384,"14 Islington Green, London N1, UK","N1  2XR","Islington Green","Angel",21,20131128,20170919,1,107365,1412,100109,1683,2475,5000,104890,1328,97634,1599,"E00174839","E01002794","E02000573","E09000019","","","N1  2","N1","N"
696,"300018",-0.217995,51.487285,"49 Margravine Rd, London W6 8LL, UK","W6  8HA","Charing Cross Hospital","Hammersmith",21,20131213,20170919,1,26523,1170,26007,1121,617,3568,25906,1113,25390,1061,"E00009444","E01001890","E02000387","E09000013","","","W6  8","W6","W"
697,"200129",-0.112721,51.536392,"Charlotte Terrace, London N1 0JQ, UK","N1  0FB","Charlotte Terrace","Angel",25,20131128,20170919,1,31636,1219,23640,1438,540,3853,31096,1173,23100,1382,"E00013412","E01002700","E02000570","E09000019","","","N1  0","N1","N"
698,"200121",-0.070329,51.539083,"271-283 Queensbridge Rd, London E8 4EU, UK","E8  4EU","Shoreditch Court","Haggerston",35,20131206,20170919,1,34428,1503,30244,1957,1112,5092,33316,1383,29132,1837,"E00009051","E01001819","E02000364","E09000012","","","E8  4","E8","E"
699,"200057",-0.07023,51.536654,"25 Queensbridge Rd, London E8 4JQ, UK","E8  4JH","Belford House","Haggerston",39,20131207,20170919,1,27876,1365,21711,1675,783,4366,27093,1278,20928,1574,"E00008838","E01001772","E02000368","E09000012","","","E8  4","E8","E"
700,"200201",-0.174347,51.476964,"141 Battersea Church Rd, London SW11, UK","SW113NG","Battersea Church Road","Battersea",25,20131213,20170919,1,34546,1295,32643,1311,1319,2684,33227,1240,31324,1253,"E00023061","E01004583","E02000923","E09000032","","","SW113","SW11","SW"
701,"200077",-0.176267,51.472876,"42 Vicarage Cres, London SW11, UK","SW113LJ","Vicarage Crescent","Battersea",30,20131115,20170919,1,48778,1328,46079,1402,1802,3602,46976,1241,44277,1313,"E00023078","E01033099","E02000926","E09000032","","","SW113","SW11","SW"
702,"200213",-0.06555,51.528681,"45 Durant St, London E2, UK","E2  7DT","Durant Street","Bethnal Green",24,20131204,20170919,1,40881,1079,35830,1166,738,3279,40143,1038,35092,1122,"E00021731","E01004313","E02000872","E09000030","","","E2  7","E2","E"
703,"200094",-0.105344,51.515059,"10 St Bride St, London EC4A 4AD, UK","EC4A4AD","St. Bride Street","Holborn",25,20131210,20170919,1,68743,957,79222,922,434,2448,68309,947,78788,914,"E00000025","E01032740","E02000001","E09000001","","","EC4A4","EC4A","EC"
704,"200063",-0.202802,51.45682,"2A Upper Richmond Rd, London SW15 2SD, UK","SW152SD","Mexfield Road","East Putney",18,20131213,20170919,1,10150,1741,9242,1949,385,6102,9765,1569,8857,1768,"E00022723","E01004511","E02000932","E09000032","","","SW152","SW15","SW"
705,"300042",-0.212145,51.459715,"95-97 Upper Richmond Rd, London SW15, UK","SW152SP","Upper Richmond Road","Putney",25,20131213,20170831,0,13533,2429,12845,2453,938,7598,12595,2044,11907,2048,"E00023205","E01004609","E02000932","E09000032","","","SW152","SW15","SW"
706,"200193",-0.083632,51.502153,"10 Snowsfields, London SE1, UK","SE1 3TE","Snowsfields","London Bridge",31,20131128,20170919,1,43858,1236,44880,1308,829,4054,43029,1181,44051,1256,"E00020035","E01032646","E02000809","E09000028","","","SE1 3","SE1","SE"
707,"200197",-0.215087,51.490217,"7 Margravine Gardens, London W6 8RL, UK","W6  8RL","Barons Court Station","West Kensington",32,20131213,20170919,1,48179,1048,46239,858,870,3953,47309,994,45369,799,"E00009437","E01001889","E02000385","E09000013","","","W6  8","W6","W"
708,"200217",-0.216145,51.46161,"9 Disraeli Rd, London SW15, UK","SW151RX","Disraeli Road","Putney",33,20131213,20170919,1,27829,1702,28816,2048,1156,7215,26673,1463,27660,1832,"E00023205","E01004609","E02000932","E09000032","","","SW151","SW15","SW"
709,"200205",-0.21555,51.463211,"5 Montserrat Rd, London SW15 2LD, UK","SW151SS","Montserrat Road","Putney",23,20131213,20170919,1,16043,2236,19239,2421,600,6440,15443,2073,18639,2292,"E00170900","E01004609","E02000932","E09000032","","","SW151","SW15","SW"
710,"300045",-0.163347,51.474392,"41 Albert Bridge Rd, London SW11 4PX, UK","SW114HQ","Albert Bridge Road","Battersea Park",20,20131213,20170919,1,51476,1542,49407,1668,4488,3091,46988,1394,44919,1526,"E00022952","E01004560","E02000923","E09000032","","","SW114","SW11","SW"
711,"300028",-0.216305,51.483356,"111 Everington St, London W6, UK","SW6 7PL","Everington Street","Fulham",31,20131213,20170919,1,28865,1403,26873,1688,1159,3871,27706,1299,25714,1589,"E00009427","E01001886","E02000387","E09000013","","","SW6 7","SW6","SW"
712,"300056",-0.034903,51.518541,"Rhodeswell Rd, London E3 4RR, UK","E14 7SX","Mile End Stadium","Mile End",22,20131204,20170919,1,33960,1243,33289,1190,1190,2670,32770,1191,32099,1135,"E00167235","E01004285","E02000882","E09000030","","","E14 7","E14","E"
713,"200122",-0.14326,51.541007,"35 Hawley Cres, London NW1 8NP, UK","NW1 8NP","Hawley Crescent","Camden Town",22,20131211,20170919,1,21397,1986,22746,2292,576,4159,20821,1926,22170,2244,"E00004225","E01000863","E02000186","E09000007","","","NW1 8","NW1","NW"
714,"300055",-0.137235,51.473116,"142-144 Stewart's Rd, London SW8, UK","SW8 4HH","Stewart's Road","Wandsworth Road",28,20131213,20170919,1,10335,1861,9722,2197,398,5159,9937,1729,9324,2070,"E00022997","E01004562","E02000924","E09000032","","","SW8 4","SW8","SW"
715,"300049",-0.049067,51.51563,"29 Aylward St, London E1 3DT, UK","E1  0PB","Aylward Street","Stepney",22,20131211,20170919,1,26624,1010,24150,1026,910,2076,25714,973,23240,985,"E00021564","E01004289","E02000879","E09000030","","","E1  0","E1","E"
716,"300048",-0.023565,51.515427,"84 Stainsby Rd, Poplar, London E14, UK","E14 6TJ","Stainsby Road","Poplar",24,20131204,20170919,1,20655,1373,19724,1166,458,4010,20197,1314,19266,1098,"E00021429","E01004252","E02000887","E09000030","","","E14 6","E14","E"
717,"300024",-0.075885,51.536585,"2 Dunston Rd, London E8 4EB, UK","E8  4FA","Dunston Road","Haggerston",43,20131206,20170919,1,88482,1494,83077,1378,2658,4300,85824,1407,80419,1282,"E00176306","E01001773","E02000369","E09000012","","","E8  4","E8","E"
718,"300040",-0.060291,51.535716,"394 Ada St, London E8, UK","E8  4QN","Ada Street","Hackney Central",45,20131206,20170919,1,51639,1521,52157,1585,949,7125,50690,1416,51208,1482,"E00176333","E01033712","E02000367","E09000012","","","E8  4","E8","E"
719,"300011",-0.054162,51.536424,"9 Victoria Park Rd, London E9 7NJ, UK","E9  7NJ","Victoria Park Road","Hackney Central",34,20131206,20170919,1,59333,1725,57559,1901,3819,4314,55514,1547,53740,1730,"E00009156","E01001837","E02000367","E09000012","","","E9  7","E9","E"
720,"300038",-0.205279,51.487244,"43 Star Rd, London W14 9QA, UK","W14 9QA","Star Road","West Kensington",23,20131213,20170919,1,26652,1451,25401,1521,1028,4590,25624,1325,24373,1391,"E00009573","E01001911","E02000386","E09000013","","","W14 9","W14","W"
721,"300039",-0.026262,51.536039,"12B Wendon St, London E3 2JR, UK","E3  2LZ","Wendon Street","Old Ford",18,20131206,20170919,1,24565,1688,24192,1863,1487,4103,23078,1532,22705,1716,"E00167185","E01032764","E02000867","E09000030","","","E3  2","E3","E"
722,"300041",-0.058631,51.524583,"108 Finnis St, London E2 0DX, UK","E2  6JW","Finnis Street","Bethnal Green",19,20131204,20170919,1,29524,897,26464,908,511,2136,29013,875,25953,884,"E00021216","E01004206","E02000876","E09000030","","","E2  6","E2","E"
723,"300053",-0.190346,51.46822,"5 Stephendale Rd, Fulham, London SW6 2LT, UK","SW6 2PD","Stephendale Road","Sands End",48,20131213,20170919,1,55158,1394,54294,1404,1724,4622,53434,1290,52570,1298,"E00009693","E01001938","E02000396","E09000013","","","SW6 2","SW6","SW"
724,"300046",-0.184806,51.457991,"1A Alma Rd, London SW18 1AA, UK","SW182HE","Alma Road","Wandsworth",28,20131213,20170919,1,15729,1886,12081,2800,604,7875,15125,1647,11477,2533,"E00022694","E01004510","E02000934","E09000032","","","SW182","SW18","SW"
725,"300050",-0.138748,51.477322,"1 Thessaly Rd, London SW8 4HR, UK","SW8 4JS","Thessaly Road North","Wandsworth Road",28,20131215,20170919,1,13191,1348,11997,2053,453,5651,12738,1194,11544,1912,"E00022980","E01004567","E02000924","E09000032","","","SW8 4","SW8","SW"
726,"300047",-0.150908,51.47505,"4 Alfreda St, London SW11, UK","SW115FH","Alfreda Street","Battersea Park",22,20131214,20170919,1,29426,1670,28843,1830,1316,4886,28110,1519,27527,1684,"E00170960","E01004563","E02000924","E09000032","","","SW115","SW11","SW"
727,"300054",-0.205876,51.475698,"658 Fulham Rd, Fulham, London SW6 5RX, UK","SW6 5AZ","Chesilton Road","Fulham",23,20131213,20170919,1,44253,1582,43629,1359,1390,4638,42863,1482,42239,1251,"E00009775","E01001949","E02000392","E09000013","","","SW6 5","SW6","SW"
728,"300044",-0.20624,51.461999,"165 Putney Bridge Rd, London SW15 2NZ, UK","SW152NZ","Putney Bridge Road","East Putney",29,20131203,20170919,1,14201,2182,13500,2070,1017,5217,13184,1948,12483,1814,"E00023207","E01033135","E02000932","E09000032","","","SW152","SW15","SW"
729,"300043",-0.208485,51.478939,"13 St Peter's Terrace, Fulham, London SW6 7JT, UK","SW6 7JT","St. Peter's Terrace","Fulham",24,20131213,20170919,1,44755,1091,43858,1109,1246,3813,43509,1013,42612,1030,"E00009534","E01001901","E02000390","E09000013","","","SW6 7","SW6","SW"
730,"300082",-0.229116,51.492084,"2 Bridge Ave, London W6 9JP, UK","W6  9JP","Bridge Avenue","Hammersmith",18,20131213,20170919,1,36036,1960,38569,2237,2143,6089,33893,1699,36426,2011,"E00009489","E01001894","E02000384","E09000013","","","W6  9","W6","W"
731,"300095",-0.18921,51.477276,"1 Michael Rd, Fulham, London SW6 2ER, UK","SW6 2ET","Michael Road","Walham Green",37,20131213,20170919,1,34741,1334,34000,1448,788,4080,33953,1270,33212,1385,"E00009625","E01001923","E02000391","E09000013","","","SW6 2","SW6","SW"
732,"300083",-0.087262,51.506304,"Colechurch House, London SE1 2SS, UK","SE1 2SX","Duke Street Hill","London Bridge",21,20131210,20170919,1,141384,1233,145938,1181,2223,3186,139161,1202,143715,1150,"E00020255","E01004027","E02000809","E09000028","","","SE1 2","SE1","SE"
733,"300093",-0.150817,51.505426,"22 Park Ln, Mayfair, London W1K, UK","W1K 1RA","Park Lane","Mayfair",18,20131210,20170919,1,36241,1868,34040,1777,2215,4456,34026,1699,31825,1590,"E00024118","E01004762","E02000970","E09000033","","","W1K 1","W1K","W"
734,"300094",-0.175407,51.462305,"Pembrook Mews, Cologne Rd, London SW11 2UJ, UK","SW112BJ","Plough Terrace","Clapham Junction",31,20131126,20170919,1,17160,1587,14883,1869,631,5235,16529,1447,14252,1720,"E00171055","E01004551","E02000934","E09000032","","","SW112","SW11","SW"
735,"200120",-0.173029,51.464894,"1 Grant Rd, London SW11 2NU, UK","SW112HD","Grant Road East","Clapham Junction",35,20131213,20170919,1,36057,1217,41115,1325,488,7401,35569,1132,40627,1252,"E00022838","E01004537","E02000929","E09000032","","","SW112","SW11","SW"
736,"300088",-0.216104,51.50659,"31 Norland Rd, White City, London W11 4TS, UK","W11 4TP","Queensdale Road","Shepherd's Bush",28,20131213,20170919,1,11436,1707,11651,2110,578,4418,10858,1562,11073,1989,"E00009746","E01001944","E02000375","E09000013","","","W11 4","W11","W"
737,"300086",-0.194116,51.479932,"1 Cedarne Rd, Fulham, London SW6, UK","SW6 2DH","Fulham Broadway","Walham Green",26,20131213,20170919,1,92830,1287,94386,1330,1713,3932,91117,1237,92673,1282,"E00009620","E01001920","E02000391","E09000013","","","SW6 2","SW6","SW"
